user,30419
die,21016
der,18501
und,15516
in,11316
AfD,10973
ist,9617
nicht,9225
das,8012
zu,7088
den,6753
fuer,6710
von,6246
mit,6204
Sie,6118
Die,5281
sich,5183
es,4962
ein,4886
auf,4752
auch,4588
im,4562
an,3793
hat,3583
Das,3547
sind,3527
eine,3523
amp,3280
noch,3210
als,3151
wird,3105
dass,3082
dem,3053
ich,3025
Bundestag,2987
werden,2922
aus,2885
des,2880
so,2814
haben,2792
wir,2729
wie,2684
sie,2632
bei,2548
nur,2546
man,2511
Berlin,2455
Der,2218
Ich,2217
mehr,2217
Deutschland,2198
Und,2036
SPD,2020
aber,1976
oder,1958
gegen,1953
vor,1941
zum,1930
nach,1920
um,1890
schon,1867
Merkel,1824
Wir,1816
mal,1759
dann,1753
ueber,1742
zur,1740
CDU,1727
Es,1713
was,1712
uns,1681
s,1676
AfDwirkt,1634
einen,1594
wieder,1573
er,1554
war,1545
wenn,1525
jetzt,1507
hier,1507
kann,1503
sein,1475
Brandner,1467
muss,1456
geht,1376
Was,1364
immer,1359
da,1358
einer,1344
keine,1330
doch,1321
EU,1297
Wer,1221
ja,1189
am,1170
will,1159
alle,1155
Wenn,1135
durch,1127
nurnochAfD,1117
gibt,1097
Aber,1093
diese,1087
mich,1070
Gera,1019
nichts,1013
Wie,1005
heute,993
via,986
Ein,974
Danke,973
Menschen,971
wollen,967
einem,956
Thueringen,954
So,945
Altparteien,939
mir,922
Herr,915
koennen,900
Da,864
vom,849
Frau,849
In,846
ganz,839
Buerger,832
machen,820
muessen,812
gut,806
wohl,802
kein,801
unsere,798
Corona,797
denn,797
sehr,781
Demokratie,780
ab,772
nun,767
alles,758
soll,753
dieser,749
ihre,744
eigentlich,744
Ihr,740
Ihnen,736
Land,734
Regierung,729
Politik,725
waere,717
Partei,715
nan,711
Gruenen,710
2,709
Bundesregierung,698
1,698
wurde,698
weiter,660
damit,658
sondern,652
FDP,651
habe,648
selbst,638
bis,634
ohne,631
weil,625
sollte,623
Zeit,621
also,618
Ihre,616
u,615
Hier,605
CSU,604
Auch,602
seit,598
einfach,596
unter,591
etwas,591
Staatsfunk,587
Jetzt,581
Heute,579
Jahren,579
Freiheit,578
kommt,575
macht,575
dazu,573
Eine,572
ihr,566
Warum,564
Ist,554
Mit,549
viel,546
gar,546
Erfurt,545
lassen,535
Kinder,533
beim,532
Migranten,532
Linke,529
Nein,523
steht,521
Polizei,521
Gruene,511
Fuer,506
000,506
anderen,500
tun,494
Recht,489
seine,488
dafuer,484
viele,484
darf,481
Euro,481
wirklich,477
Mann,475
sagen,474
endlich,473
Nur,471
Rede,469
5,468
Medien,467
meine,467
Frage,463
wer,462
bin,459
einmal,442
Europa,442
Im,440
unser,439
statt,439
eines,439
3,438
ins,437
Thema,436
haette,435
Man,430
Nicht,429
Jahre,428
andere,427
gerade,427
unserer,421
diesem,420
kommen,416
Diese,415
Dank,415
a,415
Er,413
waren,410
Ende,409
deutschen,404
Na,403
wuerde,402
diesen,397
sagt,395
Jahr,394
wegen,392
deutsche,390
zeigt,385
neue,381
Brandnerunterwegs,381
lange,380
Fragen,378
genau,376
sehen,375
Migration,375
Seehofer,372
Gewalt,371
voellig,371
Welt,371
wissen,370
nie,369
besser,369
Deutschen,368
Antifa,367
Tag,365
Problem,365
sicher,364
bitte,363
Bei,363
Auf,362
sollten,361
Fluechtlinge,360
Wahl,359
richtig,359
ob,358
Buntland,358
allen,357
Ja,357
Meine,357
dieses,356
19,355
Nach,355
Linken,354
wo,353
Trump,353
Islam,353
Uhr,352
sollen,350
dabei,350
sei,349
ihrer,348
Oder,346
Geld,344
Wo,341
Dann,341
ihren,340
eben,336
weiss,336
gemacht,335
Frauen,333
wurden,333
gute,333
KrampfgegenRechts,333
warum,332
meinen,330
bleibt,329
bleiben,328
ca,328
erst,327
Staat,326
GEZ,326
Antrag,324
Hetze,323
klar,321
Grundrechte,320
unseren,320
Grundgesetz,318
Sachsen,317
Verfassungsschutz,316
gehen,313
ihn,312
natuerlich,312
Politiker,307
keinen,307
hatte,307
sieht,307
geben,305
Deutsche,305
seiner,304
braucht,304
Millionen,303
Weimar,301
duerfen,301
Waehler,298
AfDimBundestag,298
offenbar,297
mein,297
Ramelueringen,295
Weg,294
Morgen,292
Grenzen,292
Meinungsfreiheit,292
stehen,291
letzten,290
Glueckwunsch,290
gehoert,289
Sehr,289
GroKo,286
koennte,284
Fraktion,283
eigenen,283
politische,283
linken,283
Also,283
Parteien,281
afd,280
brauchen,279
Taeter,279
politischen,278
gerne,278
Fall,277
Arbeit,276
10,276
weniger,275
Artikel,275
Ach,274
zwei,273
Gute,273
sogar,271
allem,271
weg,271
4,270
Opfer,270
bereits,267
halten,266
vielen,265
fast,264
ARD,264
Co,263
denen,263
jeder,262
Antwort,262
20,261
Meinung,259
Genau,257
AAS,257
Berliner,255
Von,254
uebrigens,254
leider,253
meiner,253
Schulen,252
zurueck,252
CO2,252
cdu,252
Maas,250
Dr,248
gestern,247
Rechtsstaat,247
Euch,247
Prozent,246
Maenner,246
Mal,245
Debatte,244
Klimawandel,244
15,243
Kanzlerin,243
waehlen,243
Mein,242
2018,242
30,241
stellen,241
heisst,241
Hat,239
linke,238
neuen,237
ZDF,236
finden,236
unserem,236
Alles,236
wenig,235
Liebe,234
davon,233
liebe,232
nehmen,230
jeden,230
zeigen,229
Union,227
dort,227
Abend,226
lieber,226
Spahn,226
politisch,225
daran,225
Asyl,225
gt,225
IDZ,225
Leben,224
NetzDG,224
etwa,223
COVID19,222
Migrationspakt,222
moeglich,221
Wahrheit,221
los,221
Tweet,220
solche,219
gleich,219
Lockdown,218
Probleme,218
leben,218
seinen,218
Hass,218
Zukunft,216
Kollegen,215
Opposition,214
Herzlichen,214
vielleicht,214
schuetzen,212
gab,212
Alle,212
2019,212
Bild,212
Ganze,212
paar,212
gewaehlt,211
lesen,211
zwischen,210
ihm,210
ganze,210
Angst,210
